,PREFERRED NAME,CASRN,use,SMILES,alogp
1017,Cloethocarb,51487-69-5,"Insecticide,Molluscicide",CNC(=O)Oc1ccccc1OC(CCl)OC,1.9949000000000001
1018,Clofencet,"129025-54-3, 82697-71-0","Herbicide,Plant Growth Regulator",CCC1=C(C(O)=O)C(=O)C=NN1c2ccc(Cl)cc2,2.1465000000000005
1019,Clofentezine,74115-24-5,"Insect Growth Regulator,Insecticide",Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,3.907400000000001
1020,Clofop,26129-32-8,Herbicide,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(O)=O,3.984200000000003
1021,Clomazone,81777-89-1,Herbicide,CC1(C)CON(Cc2ccccc2Cl)C1=O,2.6400000000000006
1022,Clomeprop,84496-56-0,Herbicide,CC(Oc1ccc(Cl)c(C)c1Cl)C(=O)Nc2ccccc2,4.7078200000000034
1025,Clopyralid,1702-17-6,Herbicide,OC(=O)c1nc(Cl)ccc1Cl,2.0866
1029,"Clopyralid, potassium salt",58509-83-4,Herbicide,O=C([O-])c1nc(Cl)ccc1Cl,0.7519000000000001
1033,Cloquintocet mexyl,99607-70-2,Herbicide Safener,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,4.779000000000004
1035,Cloransulam-methyl,147150-35-4,Herbicide,CCOc1nc(F)cc2nc(nn12)[S](=O)(=O)Nc3c(Cl)cccc3C(=O)OC,1.9028999999999996
1036,Clothianidin,"205510-53-8, 210880-92-5, 205510-92-5, 131748-59-9",Insecticide,CN=C(NCc1sc(Cl)nc1)N[N+]([O-])=O,0.6531999999999998
1107,Coumachlor,81-82-3,Rodenticide,CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,4.263000000000003
1108,Coumafuryl,117-52-2,Rodenticide,CC(=O)CC(c1ccco1)[c-]1c(=O)oc2ccccc2c1=O,2.5761000000000003
1109,"Coumafuryl, sodium salt",34490-93-2,Rodenticide,CC(=O)CC(c1ccco1)[c-]1c(=O)oc2ccccc2c1=O,2.5761000000000003
1110,Coumaphos,56-72-4,Insecticide,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,4.4311200000000035
1112,Coumarin,91-64-5,Rodenticide,O=C1Oc2ccccc2C=C1,1.793
1113,Coumatetralyl,5836-29-3,Rodenticide,OC1=C(C2CCCc3ccccc23)C(=O)c4ccccc4O1,3.966800000000002
1114,Coumithioate,572-48-5,Insecticide,CCO[P](=S)(OCC)Oc1ccc2C3=C(CCCC3)C(=O)Oc2c1,4.348100000000004
1116,Credazine,14491-59-9,Herbicide,Cc1ccccc1Oc2cccnn2,2.5773200000000003
1118,Cresylic acid,93-51-6,Fungicide,COc1cc(C)ccc1O,1.70922
1119,Crimidine,535-89-7,Rodenticide,CN(C)c1cc(C)nc(Cl)n1,1.5044199999999999
1120,2-Butenal,4170-30-3,Herbicide,C\C=C/C=O,0.7614000000000001
1121,Crotoxyphos,7700-17-6,Insecticide,CO[P](=O)(OC)OC(/C)=C/C(=O)OC(C)c1ccccc1,3.6121000000000025
1123,Crufomate,299-86-5,Insecticide,CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,3.9902000000000033
1142,Cyanatryn,21689-84-9,Herbicide,CCNc1nc(NC(C)(C)C#N)nc(SC)n1,1.7393799999999997
1143,Cyanazine,21725-46-2,Herbicide,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1.6708799999999997
1145,Cyanofenphos,13067-93-1,Insecticide,CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,3.6085800000000017
1146,Cyanophos,2636-26-2,"Avicide,Insecticide",CO[P](=S)(OC)Oc1ccc(cc1)C#N,2.4543800000000005
1147,Cyanthoate,3734-95-0,Insecticide,CCO[P](=O)(OCC)SCC(=O)NC(C)(C)C#N,2.3190800000000005
1148,Cyanuric acid,108-80-5,"Microbiocide,Water Treatment",O=C1NC(=O)NC(=O)N1,-2.2485000000000004
1149,Cyanuric acid chloride,108-77-0,"Microbiocide,Water Treatment",Clc1nc(Cl)nc(Cl)n1,1.8318000000000003
1150,"Cyanuric acid, monosodium salt",2624-17-1,"Microbiocide,Water Treatment",O=c1[n-]c(=O)[nH]c(=O)[nH]1,-2.6194
1151,Cyazofamid,120116-88-3,Fungicide,CN(C)[S](=O)(=O)n1c(nc(Cl)c1c2ccc(C)cc2)C#N,2.0381
1152,Cybutryne,28159-98-0,"Algaecide,Antifoulant,Breakdown product",CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,2.3782000000000005
1153,Cyclafuramide,34849-42-8,Fungicide,Cc1oc(C)c(c1)C(=O)NC2CCCCC2,2.958940000000001
1154,Cyclethrin,97-11-0,Insecticide,CC(C)=CC1C(C(=O)OC2CC(=O)C(=C2C)C3CCC=C3)C1(C)C,4.392100000000004
1155,Cycloate,1134-23-2,Herbicide,CCSC(=O)N(CC)C1CCCCC1,3.5141000000000027
1158,Cycloprothrin,63935-38-6,Insecticide,CCOc1ccc(cc1)C2(CC2(Cl)Cl)C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3,6.501080000000004
1159,Cyclosulfamuron,136849-15-5,Herbicide,COc1cc(OC)nc(NC(=O)N[S](=O)(=O)Nc2ccccc2C(=O)C3CC3)n1,1.5648999999999997
1161,Cycluron,2163-69-1,Herbicide,CN(C)C(=O)NC1CCCCCCC1,2.3705
1162,Cyfluthrin,68359-37-5,Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,6.317080000000003
1163,Cyhalofop,122008-78-0,Herbicide,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1,4.600280000000004
1164,Cyhalofop butyl,122008-85-9,Herbicide,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1,4.600280000000004
1165,Cyhalothrin,68085-85-8,Insecticide,CC1(C)C(\C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.543980000000005
1166,"Cyhalothrin, gamma",76703-62-3,Insecticide,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,6.543980000000005
1167,"Cyhalothrin, lambda",91465-08-6,Insecticide,CC1(C)[C@@H](\C=C(/Cl)C(F)(F)F)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.543980000000005
1171,Cymoxanil,57966-95-7,Fungicide,CCNC(=O)NC(=O)\C(=N\OC)C#N,-0.6419199999999998
1172,Cyometrinil,63278-33-1,Herbicide Safener,N#CCO/N=C(C#N)/c1ccccc1,1.4544599999999999
1173,Cypermethrin,"52315-07-8, 66841-24-5",Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.177980000000004
1174,"Cypermethrin, alpha",67375-30-8,Insecticide,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.177980000000004
1176,"Cypermethrin, theta",71697-59-1,Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.177980000000004
1178,Cyphenothrin,39515-40-7,Insecticide,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.825180000000005
1179,Cyprazine,22936-86-3,Herbicide,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,1.9195999999999998
1181,Cyproconazole,"94361-06-5, 113096-99-4, 94361-07-6",Fungicide,CC(C1CC1)C(O)(Cn2cncn2)c3ccc(Cl)cc3,2.865400000000001
1182,Cyprodinil,121552-61-2,Fungicide,Cc1cc(nc(Nc2ccccc2)n1)C3CC3,3.4060200000000016
1183,Cyprofuram,69581-33-5,Fungicide,Clc1cccc(c1)N(C2CCOC2=O)C(=O)C3CC3,2.3985000000000003
1184,Cypromid,2759-71-9,Herbicide,Clc1ccc(NC(=O)C2CC2)cc1Cl,3.3419000000000016
1185,Cyromazine,66215-27-8,"Insect Growth Regulator,Insecticide",Nc1nc(N)nc(NC2CC2)n1,-0.3897000000000006
1186,Cythioate,115-93-5,Insecticide,CO[P](=S)(OC)Oc1ccc(cc1)[S](N)(=O)=O,1.2301
1193,Daimuron,42609-52-9,Herbicide,Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,4.051820000000003
1194,Dalapon,75-99-0,Herbicide,CC(Cl)(Cl)C(O)=O,1.2648000000000001
1196,"Dalapon, sodium salt",127-20-8,Herbicide,CC(Cl)(Cl)C(=O)[O-],-0.06990000000000007
1197,Dazomet,533-74-4,"Fumigant,Fungicide,Nematicide",CN1CSC(=S)N(C)C1,0.7967
1198,"Dazomet, sodium salt",53404-60-7,"Fumigant,Fungicide,Nematicide",CN1[CH-]SC(=S)N(C)C1,0.9584900000000001
1199,DBCP,96-12-8,"Fumigant,Nematicide",ClCC(Br)CBr,2.3836000000000004
1201,DCPA,1861-32-1,Herbicide,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,3.873400000000001
1202,DDD,"72-54-8, 53-19-0","Breakdown product,Insecticide",ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,5.929000000000003
1203,"DDT, p,p'",50-29-3,Insecticide,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,6.495500000000002
1204,DDVP,62-73-7,"Breakdown product,Impurity,Insecticide",CO[P](=O)(OC)OC=C(Cl)Cl,2.6804000000000006
1206,Decarbofuran,1563-67-3,Insecticide,CNC(=O)Oc1cccc2CC(C)Oc12,1.7282
1210,Decyl-N-methyl-N-(3-trimethoxysilyl)propyl)-1-decanaminium chloride,68959-20-6,Microbiocide,CCCCCCCCCC[N+](C)(CCCCCCCCCC)CCC[Si](OC)(OC)OC,7.9826000000000095
1211,Dehydroabietylamine,1446-61-3,"Fungicide,Microbiocide",CC(C)c1ccc2c(CC[C@H]3[C@](C)(C[NH3+])CCC[C@]23C)c1,4.0622000000000025
1214,Delachlor,24353-58-0,Herbicide,CC(C)COCN(C(=O)CCl)c1c(C)cccc1C,3.505340000000002
1215,Deltamethrin,52918-63-5,Insecticide,CC1(C)[C@@H](C=C(Br)Br)[C@H]1C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2,6.490180000000005
1216,Deltamethrin (isomer unspecified),52820-00-5,Insecticide,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,6.490180000000005
1218,Demephion-O,682-80-4,"Breakdown product,Insecticide",CO[P](=S)(OC)OCCSC,1.8833
1219,Demephion-S,2587-90-8,Insecticide,CO[P](=O)(OC)SCCSC,2.4835000000000003
1221,Demeton-O,298-03-3,Insecticide,CCO[P](=S)(OCC)OCCSCC,3.053600000000001
1222,Demeton-O-methyl,867-27-6,Insecticide,CCSCCO[P](=S)(OC)OC,2.2734000000000005
1223,Demeton-S,126-75-0,Insecticide,CCO[P](=O)(OCC)SCCSCC,3.653800000000002
1225,Demeton-S-methyl sulfone,17040-19-6,"Breakdown product,Insecticide",CC[S](=O)(=O)CCS[P](=O)(OC)OC,1.5552000000000001
1227,Desmedipham,13684-56-5,Herbicide,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,3.8659000000000017
1228,Desmetryne,1014-69-3,Herbicide,CNc1nc(NC(C)C)nc(SC)n1,1.4555
1236,Diacetoxy propene,869-29-4,Herbicide,CC(=O)OC(OC(C)=O)C=C,0.6247
1238,Diafenthiuron,80060-09-9,Insecticide,CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,6.810600000000006
1239,Dialifor,10311-84-9,Insecticide,CCO[P](=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,3.878200000000003
1243,"Dialkyl* dimethyl ammonium bromide *(50% C12, 30% C14, 17% C16, 3% C18)",7173-51-5,Microbiocide,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,7.344200000000009
1248,"Dialkyl* dimethyl ammonium chloride *(70%C18, 26%C16, 4%C14)",68002-59-5,Microbiocide,CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC,12.025399999999985
1251,Diallate,2303-16-4,Herbicide,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl,4.277400000000004
1252,Diallyl dimethyl ammonium chloride polymers,26062-79-3,Microbiocide,C=CC[N+](C)(C)CC=C,1.4347999999999999
1253,Diamidafos,1754-58-1,"Insecticide,Nematicide",CN[P](=O)(NC)Oc1ccccc1,1.6122999999999998
1257,Diazinon,"333-41-5, 59928-80-2",Insecticide,CCO[P](=S)(OCC)Oc1cc(C)nc(n1)C(C)C,3.5847200000000026
1258,Dibenzyldimethylammonium chloride,100-94-7,Microbiocide,C[N+](C)(Cc1ccccc1)Cc1ccccc1,3.4632000000000023
1259,Dibutyl phthalate,"84-74-2, 84-69-5","Dye,Insect Repellent,Insecticide,Solvent",CCCCOC(=O)c1ccccc1C(=O)OCCCC,3.600400000000003
1260,Dibutyl succinate,141-03-7,"Insecticide,Soap or Surfactant",CCCCOC(=O)CCC(=O)OCCCC,2.4532000000000007
1261,Dicamba,1918-00-9,Herbicide,COc1c(Cl)ccc(Cl)c1C(O)=O,2.7002000000000006
1271,"Dicamba, methyl ester",6597-78-0,Herbicide,COC(=O)c1c(Cl)ccc(Cl)c1OC,2.7886000000000006
1275,"Dicamba, potassium salt",10007-85-9,Herbicide,COc1c(Cl)ccc(Cl)c1C(=O)[O-],1.3655000000000002
1276,"Dicamba, sodium salt",1982-69-0,Herbicide,COc1c(Cl)ccc(Cl)c1C(=O)[O-],1.3655000000000002
1278,Dichlobenil,1194-65-6,Herbicide,Clc1cccc(Cl)c1C#N,2.8650800000000007
1279,Dichlofenthion,97-17-6,"Insecticide,Nematicide",CCO[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,4.669700000000003
1280,Dichlofluanid,1085-98-9,"Fungicide,Insecticide",CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,3.006000000000001
1281,Dichlone,117-80-6,Fungicide,ClC1=C(Cl)C(=O)c2ccccc2C1=O,2.7548000000000012
1282,Dichloral urea,116-52-9,Herbicide,OC(NC(=O)NC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.6628
1283,Dichloran,99-30-9,Fungicide,Nc1c(Cl)cc(cc1Cl)[N+]([O-])=O,2.4838000000000005
1284,Dichlorflurecol-methyl,21634-96-8,"Herbicide,Plant Growth Regulator,Pruning Aid",OC(=O)C1(O)c2cc(Cl)ccc2c3ccc(Cl)cc13,3.2943000000000016
1285,Dichlormate,1966-58-1,Herbicide,CNC(=O)OCc1ccc(Cl)c(Cl)c1,2.849400000000001
1286,Dichlormid,37764-25-3,Herbicide Safener,ClC(Cl)C(=O)N(CC=C)CC=C,1.9907
1287,"Dichloro-1,2-dithiol-3-one",1192-52-5,Microbiocide,ClC1=C(Cl)C(=O)SS1,2.4766
1290,"Dichloroisocyanuric acid, potassium salt",2244-21-5,"Microbiocide,Water Treatment",O=c1[n-]c(=O)n(Cl)c(=O)n1Cl,-1.6687999999999998
1291,Dichlorophene,97-23-4,"Fungicide,Herbicide,Microbiocide",Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,3.9954000000000023
1292,Dichlorprop,"120-36-5, 7547-66-2",Herbicide,CC(Oc1ccc(Cl)cc1Cl)C(O)=O,2.845300000000001
1293,Dichlorprop-P,15165-67-0,Herbicide,C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O,2.845300000000001
1294,"Dichlorprop, butoxyethyl ester",53404-31-2,Herbicide,CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,4.120600000000004
1295,Diclobutrazol,75736-33-3,Fungicide,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n2cncn2,3.7757000000000023
1296,Diclofop,40843-25-2,Herbicide,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(O)=O,4.637600000000003
1297,Diclofop-methyl,51338-27-3,Herbicide,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,4.7260000000000035
1298,Diclomezine,62865-36-5,Fungicide,Cc1c(Cl)cc(cc1Cl)C2=NNC(=O)C=C2,3.0521200000000004
1299,Diclosulam,145701-21-9,Herbicide,CCOc1nc(F)cc2nc(nn12)[S](=O)(=O)Nc3c(Cl)cccc3Cl,2.7697000000000003
1301,Dicofol,115-32-2,Insecticide,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,5.599500000000002
1302,Dicrotophos,141-66-2,Insecticide,CO[P](=O)(OC)OC(/C)=C/C(=O)N(C)C,1.3959
1303,Dicyandiamide,461-58-5,Microbiocide,NC(N)=NC#N,-1.2591199999999998
1307,Didecyl methyl benzyl ammonium chloride,32426-10-1,Microbiocide,CCCCCCCCCC[N+](C)(CCCCCCCCCC)Cc1ccccc1,8.914600000000004
1308,Dieldrin,60-57-1,"Breakdown product,Insecticide",ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.481400000000002
1310,Dienochlor,2227-17-0,Insecticide,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,7.725599999999999
1314,Diethanolamide of lauric and myristic acid,52900-12-6,"Fungicide,Insecticide,Rodenticide",CCCCCCCCCCCCCC(=O)[N+](CCO)(CC[O-])C(=O)CCCCCCCCCCC,6.8310000000000075
1319,Diethatyl-ethyl,38727-55-8,Herbicide,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,2.9463000000000017
1320,Diethofencarb,87130-20-9,Fungicide,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,3.440900000000002
1324,Difenacoum,56073-07-5,Rodenticide,OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccccc5)C(=O)c6ccccc6O1,7.027500000000006
1325,Difenoconazole,119446-68-3,Fungicide,CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl,4.665500000000003
1326,Difenopenten,81416-44-6,Herbicide,CC(Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1)\C=C\C(O)=O,4.905800000000003
1328,Difenoxuron,14214-32-5,Herbicide,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,3.581000000000002
1329,Difenzoquat,49866-87-7,Herbicide,Cn1c(cc(c2ccccc2)[n+]1C)c3ccccc3,3.183600000000002
1331,Difethialone,104653-34-1,Rodenticide,OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)c5ccc(Br)cc5)C(=O)c6ccccc6S1,8.258500000000003
1332,Diflovizadin,162320-67-4,"Insect Growth Regulator,Insecticide",Fc1cccc(F)c1c2nnc(nn2)c3ccccc3Cl,3.5322000000000013
1333,Diflufenican,83164-33-4,Herbicide,Fc1ccc(NC(=O)c2cccnc2Oc3cccc(c3)C(F)(F)F)c(F)c1,5.423200000000001
1334,Diflufenzopyr,"1957168-02-3, 109293-97-2",Herbicide,C\C(=N/NC(=O)Nc1cc(F)cc(F)c1)c2ncccc2C(O)=O,2.603700000000001
1338,Dihydro-5-heptyl-2(3H)-furanone,104-67-6,Insecticide,CCCCCCC[C@H]1CCC(=O)O1,3.052500000000002
1339,Dihydro-5-pentyl-2(3H)-furanone,104-61-0,Insecticide,CCCCC[C@H]1CCC(=O)O1,2.2723000000000004
1341,Diiodomethyl p-chlorophenyl sulfone,20018-12-6,"Fungicide,Microbiocide",Clc1ccc(cc1)[S](=O)(=O)C(I)I,3.2673000000000005
1342,Diiodomethyl p-tolyl sulfone,20018-09-1,"Fungicide,Microbiocide",Cc1ccc(cc1)[S](=O)(=O)C(I)I,2.922320000000002
1345,Diisopropyl cresol,31291-59-5,Microbiocide,CC(C)c1ccc(O)c(C(C)C)c1C,3.9474200000000037
1348,Dikegulac,18467-77-1,Herbicide,CC1(C)OCC2OC3(OC(C)(C)OC3C2O1)C(O)=O,0.4690999999999998
1349,Dilauryl dimethyl ammonium bromide,3282-73-3,Microbiocide,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,8.904600000000004
1350,Dimefox,115-26-4,Insecticide,CN(C)[P](F)(=O)N(C)C,1.1872
1351,Dimefuron,34205-21-5,Herbicide,CN(C)C(=O)Nc1ccc(N2N=C(OC2=O)C(C)(C)C)c(Cl)c1,2.8699000000000012
1352,Dimepiperate,61432-55-1,Herbicide,CC(C)(SC(=O)N1CCCCC1)c2ccccc2,4.260800000000003
1353,Dimetan,122-15-6,Insecticide,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,1.9576
1354,Dimethachlor,50563-36-5,Herbicide,COCCN(C(=O)CCl)c1c(C)cccc1C,2.5216400000000005
1355,Dimethametryn,22936-75-0,Herbicide,CCNc1nc(NC(C)C(C)C)nc(SC)n1,2.4817
1356,Dimethenamid,87674-68-8,Herbicide,COCC(C)N(C(=O)CCl)c1c(C)scc1C,2.9716400000000016
1357,Dimethirimol,5221-53-4,Fungicide,CCCCC1=C(C)NC(=NC1=O)N(C)C,1.48692
1358,Dimethoate,60-51-5,Insecticide,CNC(=O)CS[P](=S)(OC)OC,0.9828999999999999
1359,Dimethoate-ethyl,116-01-8,Insecticide,CCNC(=O)CS[P](=S)(OC)OC,1.373
1360,Dimethomorph,110488-70-5,Fungicide,COc1ccc(cc1OC)C(=C\C(=O)N2CCOCC2)/c3ccc(Cl)cc3,3.647700000000003
1361,Dimethoxane,828-00-2,Microbiocide,CC1CC(OC(C)O1)OC(C)=O,1.047
1362,Dimethrin,70-38-2,Insecticide,CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,4.585040000000005
1367,Dimethyl-1-(hydroxymethyl)pyrazole,85264-33-1,Microbiocide,Cc1cc(C)n(CO)n1,0.44974
1370,Dimethylol dimethyl hydantoin,6440-58-0,"Fungicide,Herbicide,Microbiocide",CC1(C)N(CO)C(=O)N(CO)C1=O,-1.0712
1371,Dimetilan,644-64-4,Insecticide,CN(C)C(=O)Oc1cc(C)n(n1)C(=O)N(C)C,0.78162
1373,Dimoxystrobin,149961-52-4,Fungicide,CNC(=O)C(=N/OC)\c1ccccc1COc2cc(C)ccc2C,2.9789400000000006
1374,Diniconazole,"83657-18-5, 83657-24-3, 76714-88-0",Fungicide,CC(C)(C)C(O)\C(=C/c1ccc(Cl)cc1Cl)n2cncn2,3.990000000000003
1375,Dinitramine,29091-05-2,Herbicide,CCN(CC)c1c(cc(c(N)c1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,2.9502000000000006
1376,Dinitro cresol,534-52-1,Insecticide,Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,1.5170200000000003
1377,Dinobuton,973-21-7,"Fungicide,Insecticide",CCC(C)c1cc(cc(c1OC(=O)OC(C)C)[N+]([O-])=O)[N+]([O-])=O,3.940300000000004
1378,Dinocap,39300-45-3,"Fungicide,Insecticide",C/C=C/C(=O)Oc1c(cc(cc1C(C)(C)CC(C)(C)C)[N+]([O-])=O)[N+]([O-])=O,4.698300000000004
1381,Dinofenate,"61614-62-8, 2600-55-7",Herbicide,CCC(C)c1cc(cc(c1OC(=O)Oc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,4.410700000000005
1382,Dinoseb,88-85-7,"Defoliant,Herbicide",CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,2.7221000000000024
1383,Dinoseb acetate,2813-95-8,Herbicide,CCC(C)c1cc(cc(c1OC(C)=O)[N+]([O-])=O)[N+]([O-])=O,2.9418000000000024
1386,"Dinoseb, ammonium salt",6365-83-9,"Defoliant,Herbicide",CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],2.0900999999999996
1387,"Dinoseb, sodium salt",35040-03-0,"Defoliant,Herbicide",CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],2.0900999999999996
1389,Dinotefuran,165252-70-0,Insecticide,CN=C(NCC1CCOC1)N[N+]([O-])=O,-0.6203999999999994
1390,Dinoterb,1420-07-1,Herbicide,CC(C)(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,2.506100000000002
1392,Dioctyl dimethyl ammonium chloride,5538-94-3,"Algaecide,Fungicide,Microbiocide",CCCCCCCC[N+](C)(C)CCCCCCCC,5.7838000000000065
1393,Diofenolan,63837-33-2,Herbicide,CC[C@H]1OC[C@@H](COc2ccc(Oc3ccccc3)cc2)O1,4.009200000000003
1394,Dioxabenzofos,3811-49-2,Insecticide,CO[P]1(=S)OCc2ccccc2O1,2.466500000000001
1395,Dioxacarb,6988-21-2,Insecticide,CNC(=O)Oc1ccccc1C2OCCO2,1.4502
1396,Dioxathion,78-34-2,Insecticide,CCO[P](=S)(OCC)SC1OCCOC1S[P](=S)(OCC)OCC,4.746800000000005
1398,Diphacinone,82-66-6,Rodenticide,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,4.083000000000003
1399,"Diphacinone, sodium salt",42721-99-3,Rodenticide,O=C1c2ccccc2C(=O)[C-]1C(=O)C(c1ccccc1)c1ccccc1,4.041290000000003
1400,Diphenamid,957-51-7,Herbicide,CN(C)C(=O)C(c1ccccc1)c2ccccc2,2.9067000000000016
1401,Diphenprofos,59010-86-5,Insecticide,CCCS[P](=O)(OCC)Oc1ccc(Sc2ccc(Cl)cc2)cc1,7.157800000000005
1402,Diphenylamine,122-39-4,"Fungicide,Insecticide,Plant Growth Regulator",N(c1ccccc1)c2ccccc2,3.430200000000002
1403,Diphenylstibene 2-ethylhexanoate,5035-58-5,Microbiocide,CCCCC(CC)C(=O)O[Sb](c1ccccc1)c2ccccc2,3.5519000000000025
1404,"Dipotassium endo,endo-endothall",59985-42-1,Herbicide,O=C([O-])C1C2C=CC(O2)C1C(=O)[O-],-2.9441999999999995
1405,Dipropalin,1918-08-7,Herbicide,CCCN(CCC)c1c(cc(C)cc1[N+]([O-])=O)[N+]([O-])=O,3.437820000000002
1406,Dipropetryn,4147-51-7,Herbicide,CCSc1nc(NC(C)C)nc(NC(C)C)n1,2.624200000000001
1407,Dipropylene glycol,"25265-71-8, 110-98-5","Adjuvant,Fungicide,Insecticide,Microbiocide",CC(O)COC(C)CO,-0.2354
1410,Dipyrithione,3696-28-4,Microbiocide,[O-][n+]1ccccc1SSc2cccc[n+]2[O-],1.7527999999999997
1412,Diquat dibromide,85-00-7,"Dessicant,Herbicide",c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0.9421999999999999
1413,"Disodium 2,2'-methylenebis(3,4,6-trichlorophenate)",3247-34-5,Microbiocide,[O-]c1c(Cl)cc(Cl)c(Cl)c1Cc1c([O-])c(Cl)cc(Cl)c1Cl,5.345000000000001
1414,"Disodium 2,2'-methylenebis(4-chlorophenate)",22232-25-3,"Fungicide,Insecticide,Microbiocide",[O-]c1ccc(Cl)cc1Cc1cc(Cl)ccc1[O-],2.7314000000000016
1416,"Disodium 4-dodecyl-2,4'-oxydibenzene sulfonate",7575-62-4,"Adjuvant,Fungicide,Insecticide,Microbiocide",CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])c(Oc2ccc(S(=O)(=O)[O-])cc2)c1,5.750500000000006
1417,Disodium cyanodithioimido carbonate,138-93-2,Microbiocide,N#C[N-]C(=S)[S-],0.6729800000000001
