,PREFERRED NAME,CASRN,use,SMILES,mw,nheavy,alogp
490,Chlorhexidine,55-56-1,Microbiocide,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,505.4580000000001,34,3.3366000000000007
494,Chloridazon,1698-60-8,Herbicide,Nc1cnn(-c2ccccc2)c(=O)c1Cl,221.647,15,1.4681
495,Chlorimuron,99283-00-8,Herbicide,COc1cc(Cl)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,386.77300000000014,25,1.3472
496,Chlorimuron ethyl,90982-32-4,Herbicide,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(Cl)cc(OC)n1,414.82700000000017,27,1.8257
497,Chlormephos,24934-91-6,Insecticide,CCOP(=S)(OCC)SCCl,234.70999999999998,11,3.213400000000002
498,Chlormethiuron,28217-97-2,Insecticide,Cc1cc(Cl)ccc1NC(=S)N(C)C,228.748,14,2.9068200000000006
499,Chlornitrofen,1836-77-7,Herbicide,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,318.543,19,5.3473000000000015
500,Chloro difluoro methane,75-45-6,"Fumigant,Insecticide,Propellant",FC(F)Cl,86.468,4,1.4478
501,Chlorobenzilate,510-15-6,Insecticide,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,325.19100000000003,21,3.7924000000000024
502,Chloroethylene bisthiocyanate,24689-89-2,Microbiocide,N#CSCC(Cl)SC#N,178.669,9,1.97986
503,Chloroneb,2675-77-6,Fungicide,COc1cc(Cl)c(OC)cc1Cl,207.056,12,3.010600000000002
504,Chlorophacinone,3691-35-8,Rodenticide,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,374.8230000000001,27,4.736400000000003
505,Chloropropylate,5836-10-2,Insecticide,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,339.2180000000001,22,4.180900000000003
506,Chlorothalonil,1897-45-6,Fungicide,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,265.914,14,4.04356
507,Chlorotoluron,15545-48-9,Herbicide,Cc1ccc(NC(=O)N(C)C)cc1Cl,212.68,14,2.7419200000000012
508,Chloroxuron,1982-47-4,Herbicide,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,290.75,20,4.225800000000003
509,Chloroxylenol,88-04-0,Microbiocide,Cc1cc(O)cc(C)c1Cl,156.61199999999997,10,2.662440000000001
510,Chloroxynil,1891-95-8,Herbicide,N#Cc1cc(Cl)c(O)c(Cl)c1,188.013,11,2.5706800000000003
511,Chlorphoxim,14816-20-7,Insecticide,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1Cl,332.749,20,3.8817800000000027
512,Chlorprazophos,36145-08-1,Insecticide,CCOP(=S)(OCC)Oc1nn2cc(C)cnc2c1Cl,335.75300000000004,20,3.367420000000002
513,Chlorpropham,101-21-3,"Herbicide,Plant Growth Regulator",CC(C)OC(=O)Nc1cccc(Cl)c1,213.66400000000002,14,3.2969000000000017
514,Chlorpyrifos,2921-88-2,"Insecticide,Nematicide",CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,350.591,18,4.718100000000002
515,Chlorpyrifos oxygen analog,5598-15-2,"Breakdown product,Insecticide",CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,334.523,18,4.601700000000003
516,Chlorpyrifos-methyl,"5598-13-0, 5998-13-0",Insecticide,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,322.53700000000003,16,3.9379000000000017
517,Chlorsulfuron,64902-72-3,Herbicide,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,357.77900000000005,23,1.3524199999999997
518,Chlorthiamid,1918-13-4,Herbicide,NC(=S)c1c(Cl)cccc1Cl,206.097,11,2.627600000000001
519,Chlorthion,500-28-7,Insecticide,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,297.65599999999995,17,3.144300000000001
520,Chlorthiophos (mixture of isomers),60238-56-4,Insecticide,CCOP(=S)(OCC)Oc1cc(Cl)c(Cl)c(SC)c1,361.25200000000007,19,5.391600000000003
521,Chlorthiophos I,21923-23-9,Insecticide,CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,361.25200000000007,19,5.391600000000004
522,Chlorthiophos II,77503-29-8,Insecticide,CCOP(=S)(OCC)Oc1cc(Cl)c(Cl)cc1SC,361.25200000000007,19,5.391600000000003
523,Chlorthiophos III,77503-28-7,Insecticide,CCOP(=S)(OCC)Oc1cc(SC)c(Cl)cc1Cl,361.25200000000007,19,5.391600000000003
524,Chlozolinate,"72391-46-9, 84332-86-5",Fungicide,CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,332.13900000000007,21,2.798400000000001
525,Cholecalciferol,67-97-0,Rodenticide,C=C1CC[C@H](O)C/C1=C\C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,384.6480000000002,28,7.619000000000008
526,Choline chloride,67-48-1,Rodenticide,C[N+](C)(C)CCO,104.17299999999999,7,-0.3150999999999999
527,Cinerin I,25402-06-6,Insecticide,C/C=C\CC1=C(C)[C@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,316.4410000000001,23,4.392100000000004
528,Cinerin II,121-20-0,Insecticide,C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O,360.45000000000016,26,3.545200000000003
529,Cinidon-ethyl,142891-20-1,Herbicide,CCOC(=O)/C(Cl)=C/c1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,394.25400000000013,26,4.226600000000003
530,Cinnamaldehyde,104-55-2,"Dog and Cat Repellent,Fungicide,Insecticide",O=C/C=C/c1ccccc1,132.16199999999998,10,1.8987
531,Cinnamyl alcohol,104-54-1,Insecticide,OC/C=C\c1ccccc1,134.178,10,1.6921
532,Cinosulfuron,94593-91-6,Herbicide,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,413.41200000000015,28,0.42440000000000017
533,cis-Azodrin,919-44-8,Insecticide,CNC(=O)/C=C(/C)OP(=O)(OC)OC,223.16499999999996,14,1.0536999999999999
534,cis-Diallate,17708-57-5,Herbicide,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,270.225,15,4.277400000000004
535,(+-)-cis-Permethrin,52341-33-0,Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,391.2940000000001,26,6.113300000000004
536,"(+-)-cis,trans-Deltamethrin",120710-23-8,Insecticide,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,505.20600000000024,28,6.490180000000005
537,Cisanilide,34484-77-0,Herbicide,CC1CCC(C)N1C(=O)Nc1ccccc1,218.3,16,3.0913000000000013
538,"Resmethrin, cis",35764-59-1,Insecticide,CC(C)=C[C@@H]1[C@H](C(=O)OCc2ccc(Cc3ccccc3)o2)C1(C)C,338.44700000000006,25,5.1520000000000055
539,Citral,5392-40-5,"Insecticide,Pheromone",CC(C)=CCC/C(C)=C/C=O,152.237,11,2.878000000000001
540,Citric acid,77-92-9,"Fungicide,Microbiocide,pH Adjustment",O=C(O)CC(O)(CC(=O)O)C(=O)O,192.123,13,-1.2484999999999995
542,Citronellol,106-22-9,"Insect Repellent,Insecticide",CC(C)=CCC[C@@H](C)CCO,156.269,11,2.751300000000001
543,Clethodim,99129-21-2,Herbicide,CCSC(C)CC1CC(=O)C(/C(CC)=N/OC/C=C/Cl)C(=O)C1,359.91900000000004,23,4.217600000000004
544,Cloethocarb,51487-69-5,"Insecticide,Molluscicide",CNC(=O)Oc1ccccc1OC(CCl)OC,259.68899999999996,17,1.9949000000000001
545,Clofencet,"129025-54-3, 82697-71-0","Herbicide,Plant Growth Regulator",CCc1c(C(=O)O)c(=O)cnn1-c1ccc(Cl)cc1,278.695,19,2.1465000000000005
546,Clofentezine,74115-24-5,"Insect Growth Regulator,Insecticide",Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,303.152,20,3.9074000000000018
547,Clofop,26129-32-8,Herbicide,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,292.718,20,3.984200000000003
548,Clomazone,81777-89-1,Herbicide,CC1(C)CON(Cc2ccccc2Cl)C1=O,239.702,16,2.6400000000000006
549,Clomeprop,84496-56-0,Herbicide,Cc1c(Cl)ccc(OC(C)C(=O)Nc2ccccc2)c1Cl,324.207,21,4.707820000000002
551,Clopyralid,1702-17-6,Herbicide,O=C(O)c1nc(Cl)ccc1Cl,192.00100000000003,11,2.0866
553,"Clopyralid, potassium salt",58509-83-4,Herbicide,O=C(O)c1nc(Cl)ccc1Cl,192.00100000000003,11,2.0866
554,Cloquintocet mexyl,99607-70-2,Herbicide Safener,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,335.8310000000001,23,4.779000000000004
555,Cloransulam-methyl,147150-35-4,Herbicide,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3C(=O)OC)nn12,429.8170000000002,28,1.9028999999999994
556,Clothianidin,"205510-53-8, 210880-92-5, 205510-92-5, 131748-59-9",Insecticide,CN=C(NCc1cnc(Cl)s1)N[N+](=O)[O-],249.68300000000002,15,0.6531999999999998
557,Coumachlor,81-82-3,Rodenticide,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)oc2ccccc2c1=O,342.7780000000001,24,4.263000000000003
560,Coumaphos,56-72-4,Insecticide,CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,362.7710000000001,22,4.431120000000004
561,Coumarin,91-64-5,Rodenticide,O=c1ccc2ccccc2o1,146.14499999999998,11,1.793
562,Coumatetralyl,5836-29-3,Rodenticide,O=c1c(C2CCCc3ccccc32)c(O)oc2ccccc12,292.33400000000006,22,3.966800000000002
563,Coumithioate,572-48-5,Insecticide,CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,368.3910000000002,24,4.348100000000004
564,Credazine,14491-59-9,Herbicide,Cc1ccccc1Oc1cccnn1,186.21400000000003,14,2.5773200000000003
565,Cresylic acid,93-51-6,Fungicide,COc1cc(C)ccc1O,138.166,10,1.70922
566,Crimidine,535-89-7,Rodenticide,Cc1cc(N(C)C)nc(Cl)n1,171.63100000000003,11,1.5044199999999999
567,2-Butenal,4170-30-3,Herbicide,C/C=C\C=O,70.09100000000001,5,0.7614000000000001
568,Crotoxyphos,7700-17-6,Insecticide,COP(=O)(OC)O/C(C)=C/C(=O)OC(C)c1ccccc1,314.274,21,3.6121000000000025
569,Crufomate,299-86-5,Insecticide,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,291.71500000000003,18,3.9902000000000033
570,Cyanatryn,21689-84-9,Herbicide,CCNc1nc(NC(C)(C)C#N)nc(SC)n1,252.347,17,1.7393799999999997
571,Cyanazine,21725-46-2,Herbicide,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,240.698,16,1.6708799999999997
572,Cyanofenphos,13067-93-1,Insecticide,CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,303.32300000000004,20,3.6085800000000017
573,Cyanophos,2636-26-2,"Avicide,Insecticide",COP(=S)(OC)Oc1ccc(C#N)cc1,243.224,15,2.4543800000000005
574,Cyanthoate,3734-95-0,Insecticide,CCOP(=O)(OCC)SCC(=O)NC(C)(C)C#N,294.31300000000005,18,2.3190800000000005
576,Cyanuric acid chloride,108-77-0,"Microbiocide,Water Treatment",Clc1nc(Cl)nc(Cl)n1,184.413,9,1.8318000000000003
578,Cyazofamid,120116-88-3,Fungicide,Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,324.79300000000006,21,2.0381
579,Cybutryne,28159-98-0,"Algaecide,Antifoulant,Breakdown product",CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,253.375,17,2.3782000000000005
580,Cyclafuramide,34849-42-8,Fungicide,Cc1cc(C(=O)NC2CCCCC2)c(C)o1,221.29999999999993,16,2.958940000000001
581,Cyclethrin,97-11-0,Insecticide,CC(C)=CC1C(C(=O)OC2CC(=O)C(C3C=CCC3)=C2C)C1(C)C,328.4520000000001,24,4.392100000000004
582,Cycloate,1134-23-2,Herbicide,CCSC(=O)N(CC)C1CCCCC1,215.36199999999994,14,3.5141000000000027
583,Cycloprothrin,63935-38-6,Insecticide,CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,482.36300000000006,33,6.501080000000004
584,Cyclosulfamuron,136849-15-5,Herbicide,COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,421.4350000000002,29,1.5648999999999997
585,Cycluron,2163-69-1,Herbicide,CN(C)C(=O)NC1CCCCCCC1,198.30999999999992,14,2.3705
586,Cyfluthrin,68359-37-5,Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,434.29400000000015,29,6.317080000000003
587,Cyhalofop,122008-78-0,Herbicide,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,357.38100000000003,26,4.600280000000004
588,Cyhalofop butyl,122008-85-9,Herbicide,CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,357.38100000000003,26,4.600280000000004
589,Cyhalothrin,68085-85-8,Insecticide,CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,449.8560000000001,31,6.543980000000005
590,"Cyhalothrin, gamma",76703-62-3,Insecticide,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,449.856,31,6.543980000000004
591,"Cyhalothrin, lambda",91465-08-6,Insecticide,CC1(C)[C@H](C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,449.856,31,6.543980000000004
593,Cymoxanil,57966-95-7,Fungicide,CCNC(=O)NC(=O)/C(C#N)=N/OC,198.182,14,-0.6419199999999998
594,Cyometrinil,63278-33-1,Herbicide Safener,N#CCO/N=C(\C#N)c1ccccc1,185.18600000000004,14,1.4544599999999999
595,Cypermethrin,"52315-07-8, 66841-24-5",Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,416.30400000000014,28,6.177980000000004
596,"Cypermethrin, alpha",67375-30-8,Insecticide,CC1(C)[C@H](C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,416.304,28,6.177980000000003
597,"Cypermethrin, theta",71697-59-1,Insecticide,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,416.30400000000014,28,6.177980000000004
598,Cyphenothrin,39515-40-7,Insecticide,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,375.4680000000001,28,5.825180000000005
599,Cyprazine,22936-86-3,Herbicide,CC(C)Nc1nc(Cl)nc(NC2CC2)n1,227.699,15,1.9195999999999998
600,Cyproconazole,"94361-06-5, 113096-99-4, 94361-07-6",Fungicide,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,291.78200000000004,20,2.865400000000001
601,Cyprodinil,121552-61-2,Fungicide,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,225.29500000000004,17,3.4060200000000007
602,Cyprofuram,69581-33-5,Fungicide,O=C1OCCC1N(C(=O)C1CC1)c1cccc(Cl)c1,279.72299999999996,19,2.3985000000000003
603,Cypromid,2759-71-9,Herbicide,O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,230.09399999999997,14,3.3419000000000016
604,Cyromazine,66215-27-8,"Insect Growth Regulator,Insecticide",Nc1nc(N)nc(NC2CC2)n1,166.188,12,-0.3897000000000006
605,Cythioate,115-93-5,Insecticide,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,297.294,17,1.2301000000000002
606,Daimuron,42609-52-9,Herbicide,Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,268.36,20,4.051820000000003
607,Dalapon,75-99-0,Herbicide,CC(Cl)(Cl)C(=O)O,142.969,7,1.2648
609,"Dalapon, sodium salt",127-20-8,Herbicide,CC(Cl)(Cl)C(=O)O,142.969,7,1.2648
610,Dazomet,533-74-4,"Fumigant,Fungicide,Nematicide",CN1CSC(=S)N(C)C1,162.283,9,0.7967
611,"Dazomet, sodium salt",53404-60-7,"Fumigant,Fungicide,Nematicide",CN1CSC(=S)N(C)C1,162.283,9,0.7967
612,DBCP,96-12-8,"Fumigant,Nematicide",ClCC(Br)CBr,236.33399999999997,6,2.3836000000000004
613,DCPA,1861-32-1,Herbicide,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,331.966,18,3.873400000000001
614,DDD,"72-54-8, 53-19-0","Breakdown product,Insecticide",Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,320.04600000000005,18,5.929000000000002
615,"DDT, p,p'",50-29-3,Insecticide,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,354.491,19,6.495500000000002
616,DDVP,62-73-7,"Breakdown product,Impurity,Insecticide",COP(=O)(OC)OC=C(Cl)Cl,220.976,11,2.6804000000000006
617,Decarbofuran,1563-67-3,Insecticide,CNC(=O)Oc1cccc2c1OC(C)C2,207.22899999999996,15,1.7282
619,Dehydroabietylamine,1446-61-3,"Fungicide,Microbiocide",CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,285.47499999999997,21,4.7790000000000035
622,Delachlor,24353-58-0,Herbicide,Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl,283.799,19,3.505340000000002
623,Deltamethrin,52918-63-5,Insecticide,CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,505.206,28,6.490180000000004
624,Deltamethrin (isomer unspecified),52820-00-5,Insecticide,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,505.20600000000024,28,6.490180000000005
625,Demephion-O,682-80-4,"Breakdown product,Insecticide",COP(=S)(OC)OCCSC,216.26399999999995,11,1.8833
626,Demephion-S,2587-90-8,Insecticide,COP(=O)(OC)SCCSC,216.26399999999995,11,2.4835000000000003
628,Demeton-O,298-03-3,Insecticide,CCOP(=S)(OCC)OCCSCC,258.3449999999999,14,3.053600000000001
629,Demeton-O-methyl,867-27-6,Insecticide,CCSCCOP(=S)(OC)OC,230.291,12,2.2734000000000005
630,Demeton-S,126-75-0,Insecticide,CCOP(=O)(OCC)SCCSCC,258.34499999999997,14,3.653800000000002
631,Demeton-S-methyl sulfone,17040-19-6,"Breakdown product,Insecticide",CCS(=O)(=O)CCSP(=O)(OC)OC,262.289,14,1.5552000000000001
632,Desmedipham,13684-56-5,Herbicide,CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,300.314,22,3.8659000000000017
633,Desmetryne,1014-69-3,Herbicide,CNc1nc(NC(C)C)nc(SC)n1,213.30999999999997,14,1.4555
635,Diacetoxy propene,869-29-4,Herbicide,C=CC(OC(C)=O)OC(C)=O,158.153,11,0.6247
636,Diafenthiuron,80060-09-9,Insecticide,CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,384.58900000000006,27,6.810600000000006
637,Dialifor,10311-84-9,Insecticide,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,393.85400000000016,23,3.878200000000003
638,"Dialkyl* dimethyl ammonium bromide *(50% C12, 30% C14, 17% C16, 3% C18)",7173-51-5,Microbiocide,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,326.6330000000001,23,7.344200000000009
640,Diallate,2303-16-4,Herbicide,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,270.225,15,4.277400000000004
641,Diallyl dimethyl ammonium chloride polymers,26062-79-3,Microbiocide,C=CC[N+](C)(C)CC=C,126.22299999999998,9,1.4347999999999999
642,Diamidafos,1754-58-1,"Insecticide,Nematicide",CNP(=O)(NC)Oc1ccccc1,200.17800000000003,13,1.6122999999999998
644,Diazinon,"333-41-5, 59928-80-2",Insecticide,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,304.35200000000003,19,3.5847200000000026
645,Dibenzyldimethylammonium chloride,100-94-7,Microbiocide,C[N+](C)(Cc1ccccc1)Cc1ccccc1,226.343,17,3.4632000000000023
646,Dibutyl phthalate,"84-74-2, 84-69-5","Dye,Insect Repellent,Insecticide,Solvent",CCCCOC(=O)c1ccccc1C(=O)OCCCC,278.348,20,3.600400000000003
647,Dibutyl succinate,141-03-7,"Insecticide,Soap or Surfactant",CCCCOC(=O)CCC(=O)OCCCC,230.30399999999992,16,2.4532000000000007
648,Dicamba,1918-00-9,Herbicide,COc1c(Cl)ccc(Cl)c1C(=O)O,221.039,13,2.7002000000000006
652,"Dicamba, methyl ester",6597-78-0,Herbicide,COC(=O)c1c(Cl)ccc(Cl)c1OC,235.066,14,2.7886000000000006
654,"Dicamba, potassium salt",10007-85-9,Herbicide,COc1c(Cl)ccc(Cl)c1C(=O)O,221.039,13,2.7002000000000006
655,"Dicamba, sodium salt",1982-69-0,Herbicide,COc1c(Cl)ccc(Cl)c1C(=O)O,221.039,13,2.7002000000000006
656,Dichlobenil,1194-65-6,Herbicide,N#Cc1c(Cl)cccc1Cl,172.01399999999998,10,2.8650800000000007
657,Dichlofenthion,97-17-6,"Insecticide,Nematicide",CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,315.158,17,4.669700000000003
658,Dichlofluanid,1085-98-9,"Fungicide,Insecticide",CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,333.237,18,3.006000000000001
659,Dichlone,117-80-6,Fungicide,O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,227.04600000000002,14,2.7548000000000004
660,Dichloral urea,116-52-9,Herbicide,O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,354.832,16,1.6627999999999998
661,Dichloran,99-30-9,Fungicide,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,207.016,12,2.4838000000000005
662,Dichlorflurecol-methyl,21634-96-8,"Herbicide,Plant Growth Regulator,Pruning Aid",O=C(O)C1(O)c2cc(Cl)ccc2-c2ccc(Cl)cc21,295.12100000000004,19,3.2943000000000016
663,Dichlormate,1966-58-1,Herbicide,CNC(=O)OCc1ccc(Cl)c(Cl)c1,234.082,14,2.849400000000001
664,Dichlormid,37764-25-3,Herbicide Safener,C=CCN(CC=C)C(=O)C(Cl)Cl,208.088,12,1.9907
665,"Dichloro-1,2-dithiol-3-one",1192-52-5,Microbiocide,O=c1ssc(Cl)c1Cl,187.072,8,2.4766000000000004
667,"Dichloroisocyanuric acid, potassium salt",2244-21-5,"Microbiocide,Water Treatment",O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,197.965,11,-1.2978999999999996
668,Dichlorophene,97-23-4,"Fungicide,Herbicide,Microbiocide",Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,269.127,17,3.9954000000000023
669,Dichlorprop,"120-36-5, 7547-66-2",Herbicide,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,235.06599999999997,14,2.845300000000001
670,Dichlorprop-P,15165-67-0,Herbicide,C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)O,235.06599999999997,14,2.845300000000001
671,"Dichlorprop, butoxyethyl ester",53404-31-2,Herbicide,CCCCOCCOC(=O)C(C)Oc1ccc(Cl)cc1Cl,335.2270000000001,21,4.120600000000004
672,Diclobutrazol,75736-33-3,Fungicide,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,328.243,21,3.7757000000000023
673,Diclofop,40843-25-2,Herbicide,CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,327.163,21,4.637600000000003
674,Diclofop-methyl,51338-27-3,Herbicide,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,341.19000000000005,22,4.7260000000000035
675,Diclomezine,62865-36-5,Fungicide,Cc1c(Cl)cc(-c2ccc(=O)[nH]n2)cc1Cl,255.104,16,3.0521200000000013
676,Diclosulam,145701-21-9,Herbicide,CCOc1nc(F)cc2nc(S(=O)(=O)Nc3c(Cl)cccc3Cl)nn12,406.2260000000001,25,2.7697000000000003
677,Dicofol,115-32-2,Insecticide,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,370.49,20,5.599500000000002
678,Dicrotophos,141-66-2,Insecticide,COP(=O)(OC)O/C(C)=C/C(=O)N(C)C,237.19199999999998,15,1.3959
679,Dicyandiamide,461-58-5,Microbiocide,N#CN=C(N)N,84.08200000000002,6,-1.2591200000000002
682,Dieldrin,60-57-1,"Breakdown product,Insecticide",ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,380.913,19,4.481400000000002
683,Dienochlor,2227-17-0,Insecticide,ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,474.6400000000002,20,7.725599999999999
684,Diethanolamide of lauric and myristic acid,52900-12-6,"Fungicide,Insecticide,Rodenticide",CCCCCCCCCCCCCC(=O)[N+](CCO)(CCO)C(=O)CCCCCCCCCCC,498.8130000000005,35,7.463000000000011
687,Diethatyl-ethyl,38727-55-8,Herbicide,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,311.8090000000001,21,2.9463000000000017
688,Diethofencarb,87130-20-9,Fungicide,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,267.325,19,3.440900000000002
689,Difenacoum,56073-07-5,Rodenticide,O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,444.5300000000002,34,7.027500000000005
690,Difenoconazole,119446-68-3,Fungicide,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,406.2690000000001,27,4.665500000000003
691,Difenopenten,81416-44-6,Herbicide,CC(/C=C/C(=O)O)Oc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1,352.308,25,4.905800000000003
692,Difenoxuron,14214-32-5,Herbicide,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,286.331,21,3.581000000000002
693,Difenzoquat,49866-87-7,Herbicide,Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,249.337,19,3.183600000000002
696,Diflovizadin,162320-67-4,"Insect Growth Regulator,Insecticide",Fc1cccc(F)c1-c1nnc(-c2ccccc2Cl)nn1,304.687,21,3.5322000000000022
697,Diflufenican,83164-33-4,Herbicide,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,394.29900000000004,28,5.423200000000003
698,Diflufenzopyr,"1957168-02-3, 109293-97-2",Herbicide,C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,334.28200000000004,24,2.603700000000001
